author_code;author_name;lobby_index;google_h_index;prod_bag;nationality;doc_begin;doc_end
K4711763Y1;Ana Paula Lemke;1;0;;Brasil;2007;2011

K4274175Y2;Rafael Henrique de Paiva Pavan;1;0;;;;
K4518973J7;Valter Rogério Messias;1;0;;;;
K4760258D0;Adolfo Lino de Araújo;1;0;;;;
K4233479J7;Lídio Mauro Lima de Campos;2;0;;;;
K4139955J0;Lis Weiji Kanashiro Pereira;1;0;;;;
K4745241Y4;Breno Bernard Nicolau de França;1;0;;;;
K4731727J4;Ernesto Diaz Rodriguez;1;0;;Cuba;1994;1996

K4702596P9;Ernesto Luis Malta Rodrigues;1;0;;Brasil;2003;2007

K4776977E9;Francisco Chagas de Lima Júnior;2;0;;Brasil;2005;2009

K4782985P1;Francisco Vilar Brasileiro;7;0;PQ-1C
;Brasil;1991;1995

K4700679H4;Gabriel Antoine Louis Paillard;1;0;;França;2001;2005

K4765308J5;Gustavo Bittencourt Figueiredo;5;5;;Brasil;2003;2009

K4783179Z5;Heloisa de Arruda Camargo;7;12;;Brasil;1989;1993

K4703255H6;Helton Hideraldo Bíscaro;6;0;;Brasil;2001;2005

K4796145Y1;Henri Frederico Eberspächer;1;0;;Brasil;2002;2007

K4735529Y1;Ingrid Oliveira de Nunes;6;0;;Alemanha;2009;2012

K4784635D9;Jobson Luiz Massollar da Silva;1;0;;Brasil;2005;2011

K4262298D9;Leandro Augusto Justen Marzulo;1;0;;Brasil;2008;2011

K4785886E4;Leonardo Cruz da Costa;1;0;;Brasil;2007;2010

K4702772H6;Lucas Mello Schnorr;1;10;;Brasil;2005;2009

K4790272A9;Luciano Paschoal Gaspary;10;17;PQ-2
;Brasil;1998;2002

K4705093E7;Luciano Tadeu Esteves Pansanato;1;7;;Brasil;2004;2007

K4723437T8;Luís da Cunha Lamb;7;0;PQ-1C
;Brasil;1995;2000

K4759788D7;Marcelo Lisboa Rocha;2;0;;Brasil;2003;2008

K4268889P7;Marcelo Panaro de Moraes Zamith;6;0;;Brasil;2008;2013

K4781119U2;Marcus Salerno de Aquino;1;0;;Brasil;2003;2007

K4797400E4;Maria Claudia Reis Cavalcanti;10;0;;Brasil;1998;2003

K4798549U6;Mariza Andrade da Silva Bigonha;6;0;;Brasil;1989;1994

K4559059Z7;Maurício da Silva Escobar;2;0;;Brasil;2009;2013

K4763305E7;Maurício Lima Pilla;4;0;;Brasil;1999;2004

K4796035J6;Yuan Jinyun;2;84;;China;1991;1993

K4773585D6;Elthon Allex da Silva Oliveira;2;5;;;;
K4559495U2;Thiago Bruno Melo de Sales;4;0;;;;
K4283013E3;Ricardo Edgard Caceffo;1;0;;;;
K4796006D8;Alexandra Amaro de Lima;1;0;;;;
K4763297T4;Tiberius de Oliveira e Bonates;4;0;;Brasil;2002;2007

K4784192T6;Ricardo Farias;10;22;PQ-2
;Brasil;1996;2001

K4761630D4;Mirella Moura Moro;13;0;PQ-2
;Brasil;2002;2007

K4269758T9;Roberto Pereira;4;32;;Brasil;2009;2012

K4744833J5;Edson Luiz Folador;1;5;;;;
K4775071P2;Alexandre da Costa Sena;4;0;;Brasil;2003;2008

K4756002U6;Thiago Yukio Kikuchi Oliveira;2;18;;Brasil;2009;2013

K4795813P3;Paulo Sergio Silva Rodrigues;7;12;;Brasil;1999;2003

K4742929U4;Yomara Pinheiro Pires;1;0;;Brasil;2004;2009

K4728410J3;Orlando de Andrade Figueiredo;2;0;;Brasil;2007;2010

K4798232E3;Sarita Mazzini Bruschi;6;0;;Brasil;1997;2002

K4796256D8;Paulo Mazzoncini de Azevedo Marques;12;18;;Brasil;1990;1994

K4236182T9;Renato Cordeiro de Amorim;1;7;;Brasil;2008;2011

K4781704D0;Susana Scheimberg de Makler;4;0;;Argentina;1978;1985

K4751237A3;Carla Lopes Rodriguez;1;5;;;;
K4506330D9;Luciano Heitor Gallegos Marin;1;0;;;;
K4723496Y5;Rodrigo Villares Portugal;1;0;;Brasil;2001;2006

K4716164P6;Elmano Ramalho Cavalcanti;2;5;;;;
K4758931H9;Rafael de Moura Speroni;6;0;;;;
K4242807Y5;Douglas Cedrim Oliveira;2;0;;;;
K4763679T6;Rogério Eduardo Garcia;3;6;;Brasil;2002;2006

K4234922Z4;Luiz Fernando Batista Loja;3;0;;;;
K4706944H9;Simone do Rocio Senger de Souza;8;14;;Brasil;1996;2000

K4260439U5;Paulo Matias;5;28;;;;
K4489565H6;Eiji Adachi Medeiros Barbosa;1;0;;;;
K4786599Y6;Roseli Suzi Wedemann;3;0;PQ-2
;Brasil;1988;1995

K4755908P4;Sergio Kostin;1;0;;;;
K4260228H5;Tatiane Nogueira Rios;3;4;;Brasil;2008;2013

K4762146E8;Adriana Soares Pereira;1;0;;Brasil;2001;2004

K4121224U0;Rodolfo Ipolito Meneguette;1;0;;;;
K4463899E6;André Grahl Pereira;2;3;;;;
K4717768Y6;Ana Emília Victor Barbosa Coutinho;2;0;;;;
K4773711P8;Paulo Sergio Medeiros dos Santos;1;7;;;;
K4123469E3;Orlando Shigueo Ohashi Junior;1;0;;;;
K4718940E3;Fabrício Murai Ferreira;3;0;;;;
K4449341T0;Lucianna Helene Silva dos Santos;1;0;;;;
K4711555T5;Daniel Sabino Amorim de Araújo;4;0;;Brasil;2009;2013

K4701973P2;Silvana Boone;1;0;;;;
K4771638U2;Daniel Weingaertner;3;6;;Brasil;2005;2007

K4792965U7;Rômulo César Silva;1;0;;;;
K4786858E5;Artur Antonio Melo de Lira Brandt;1;0;;;;
K4482141T1;Anselmo Castelo Branco Ferreira;2;0;;;;
K4707026P7;Aline Brum Loreto;4;4;;Brasil;2001;2005

K4768925U1;Mariana Tasca Fontenelle Lôbo;1;0;;;;
K4186869E8;Mateus Madail Santin;1;0;;;;
K4733960Z2;David Moises Barreto dos Santos;1;0;;Brasil;2008;2012

K4710248Y6;Bruno José Torres Fernandes;3;0;;;;
K4243821Y7;Everton Leandro Galdino Alves;2;0;;;;
K4251431D9;Valéria Lelli Leitão Dantas;1;0;;;;
K4710984Z9;Alessandra Aparecida Paulino;1;5;;;;
K4792313T0;Walter Wagner Carvalho Sande;1;0;;;;
K4208850Y6;Ricardo Marcondes Marcacini;3;0;;;;
K4735868Z9;Alexandre Matos Arruda;2;0;;;;
K4786483H2;Aline Maria Santos Andrade;2;0;;Brasil;1991;1997

K4590637H0;Maurício Pamplona Segundo;3;9;;;;
K4426498D5;Anelise Lemke Kologeski;1;0;;;;
K4790958P0;Érika Fernandes Cota;4;0;;Brasil;1999;2003

K4705573E2;Francisco Assis da Silva;1;3;;Brasil;2008;2012

K4703502A1;Gerd Bruno da Rocha;2;0;;Brasil;1998;2002

K4760799E4;Giancarlo Guizzardi;4;33;PQ-2
;Brasil;2000;2005

K4781369T9;Gilberto Camara Neto;10;0;PQ-1C
;Brasil;1991;1995

K4772020Y5;Giseli de Sousa;1;2;;Brasil;2008;2012

K4797413U9;Iracema Reimão Silva;1;0;;Brasil;1999;2004

K4707557E1;João Luís Garcia Rosa;3;0;;Brasil;1995;1999

K4712911E9;Joelmir José Lopes;3;4;;Brasil;2007;2012

K4796264D3;Juliana Regueira Basto Diniz;1;0;;Brasil;2004;2008

K4786417Y6;Junior Barrera;13;23;;Brasil;1988;1992

K4736755E0;Jurandy Gomes de Almeida Junior;10;0;;Brasil;2007;2011

K4788594D6;Luciano Vieira Dutra;9;0;;Brasil;1983;1989

K4776268H5;Marcelo Dias;1;25;;Brasil;2004;2009

K4790205Y8;Marcio Ronaldo Farias Soares;1;0;;Brasil;1999;2003

K4794924P2;Mark Douglas de Azevedo Jacyntho;1;0;;Brasil;2007;2012

K4708773U6;Nisval Ferreira Guimarães;1;0;;Brasil;2010;2012

K4761241Y7;Orandi Mina Falsarella;1;0;;Brasil;1999;2001

K4738705T2;Pablo Diniz Batista;1;0;;Brasil;2004;2009

K4705045T5;Patricia Della Méa Plentz;2;0;;Brasil;2002;2008

K4719911P6;Paulo Henrique Mendes Maia;1;0;;Brasil;2006;2010

K4784948A4;Raimir Holanda Filho;1;0;;Brasil;2001;2005

K4742502Y2;Reinaldo Cézar de Morais Gomes;1;0;;Brasil;2006;2010

K4728759P1;Roberto Willrich;4;10;;Brasil;1993;1996

K4591399J0;Ronaldo Malheiros Gregório;1;0;;Brasil;2004;2008

K4750503E2;Simone Carboni Garcia;1;0;;Brasil;2006;2011

K4704767H6;Isabela Gasparini;10;11;;;;
K4769046U5;Thiago Teixeira Santos;1;3;;Brasil;2004;2009

K4706456Z3;Valdir Gil Pillat;1;0;;Brasil;2008;2012

K4120331E6;Victor Wanderley Costa de Medeiros;1;0;;Brasil;2008;2013

K4428897Z0;Bruno Figueira Lourenço;1;3;;;;
K4709939P9;Vinicius Cardoso Garcia;6;15;;Brasil;2005;2010

K4751647T2;Vinícius Veloso de Melo;2;0;;Brasil;2005;2009

K4782033Y5;Elisa Tomoe Moriya Schlünzen;1;0;;Brasil;1997;2000

K4780734J5;Eleri Cardozo;4;16;;Brasil;1983;1987

K4797067E6;Alessandra Costa Smolenaars Dutra;1;0;;;;
K4250382P6;Thiago Andrade de Toledo;1;0;;;;
K4716845P0;Osvaldo Gogliano Sobrinho;2;0;;;;
K4798942H7;Carine Geltrudes Webber;2;9;;Brasil;1999;2003

K4799318Z9;Cesar Augusto Tacla;6;10;;Brasil;1999;2003

K4768966H8;Andrea Cynthia Santos;1;0;;Brasil;2002;2006

K4791568J5;Angelo Roncalli Alencar Brayner;3;0;PQ-2
;Brasil;1995;1999

K4736184D1;Celso Gonçalves Camilo Junior;2;0;;Brasil;2006;2010

K4706031A3;Amanda Meincke Melo;2;0;;Brasil;2003;2007

K4742045D6;Bruno Bogaz Zarpelão;2;0;;Brasil;2005;2010

K4700189D8;Alceu de Souza Britto Jr;7;18;PQ-1D
;Brasil;1998;2001

K4167051D8;André da Cunha Ribeiro;3;2;;Brasil;2009;2013

K4790586A6;Angelita Maria de Ré;3;0;;Brasil;1996;2000

K4706035T6;Anelise Jantsch;3;3;;;;
K4564613U5;Marília Soares Mendes;2;0;;;;
K4101320J2;Emanoel Francisco Spósito Barreiros;1;0;;;;
K4790060E8;Antonio Lopes Apolinario Junior;2;8;;Brasil;1998;2004

K4731430U6;Daniel Fernandes Macedo;7;0;PQ-2
;Brasil;2006;2009

K4762212H5;Vera Rejane Niedersberg Schuhmacher;2;0;;;;
K4259224A8;Rosana Veroneze;1;2;;;;
K4594347D8;Aldelir Fernando Luiz;1;0;;;;
K4269933T8;Gustavo Henrique Lima Pinto;1;0;;;;
K4704789E3;Ariane Frassoni dos Santos de Mattos;1;0;;;;
K4707972U1;Rodolfo da Silva Villaca;1;0;;;;
K4730990D2;Alexandre LErario;1;0;;Brasil;2004;2009

K4299829P6;Dionisio Machado Leite Filho;2;0;;;;
K4757914H5;André Gustavo Duarte de Almeida;1;0;;;;
K4243601T4;Bruno Guazzelli Batista;1;2;;;;
K4734619E3;Rita Cristina Galarraga Berardi;1;0;;;;
K4191007T0;Bruno Tardiole Kuehne;3;4;;;;
K4238412D8;Luís Paulo Faina Garcia;1;0;;;;
K4705343H6;Camila Silva de Magalhães;1;0;;Brasil;2000;2006

K4790974U2;Simone Lima São Pedro;1;0;;;;
K4712741U7;Renata Teles Moreira;3;0;;;;
K4751081D2;Lucas Francisco Wanner;2;0;;;;
K4760948D4;Flavia Cristiane Farina;2;0;;;;
K4768921U5;Carlos Eduardo Santos Pires;4;8;;Brasil;2005;2009

K4791182Y1;Maria Lucia Bento Villela;1;0;;;;
K4706031Z4;Edson Borin;5;10;;Brasil;2002;2007

K4206954P9;Gustavo Araújo Soares;4;0;;;;
K4757415Z6;Luciana Pereira Oliveira;2;0;;;;
K4704991D9;Viviane Cristina Oliveira Aureliano;1;0;;;;
K4247162H0;Alberto Cesar Cavalcanti Franca;5;0;;;;
K4762604D8;Aline Vieira de Mello;3;0;;Brasil;2007;2013

K4792298Y6;Alexandre Moraes Ramos;1;0;;Brasil;1997;2000

K4798272E6;Marcelo Luiz Brocardo;1;0;;;;
K4213055P7;Bárbara de Melo Quintela;3;0;;;;
K4164000H8;Joel Luis Carbonera;5;6;;;;
K4127030Z8;Igor Scaliante Wiese;2;0;;;;
K4736428E9;Adilson Luiz Bonifácio;4;0;;Brasil;2005;2009

K4728470D3;Ernesto Luiz Andrade Neto;1;0;;Brasil;1997;2001

K4798026U1;Fabio Kon;10;27;PQ-1D
;Brasil;1995;2000

K4782188T4;Fábio Protti;15;0;PQ-1B
;Brasil;1995;1998

K4764325U9;Felipe Gomes de Carvalho;3;0;;Brasil;2004;2009

K4704373P4;Flávia Maria Santoro;11;0;PQ-2
;Brasil;1997;2001

K4700825J4;Francisco Eloi Soares de Araujo;1;0;;Brasil;2009;2012

K4721209P5;Frank Augusto Siqueira;1;0;;Brasil;1996;1999

K4711536D6;Gilmar Gonçalves Ferreira;1;2;;Brasil;2004;2008

K4707017Z0;Giovani Rubert Librelotto;8;0;;Brasil;2001;2005

K4770123Y0;Humberto Luiz Razente;5;10;;Brasil;2005;2009

K4771771Y6;Janine Kniess;1;2;;Brasil;2005;2011

K4758224P9;Joice Seleme Mota;2;0;;Brasil;2004;2009

K4786931D1;Jorge Bidarra;2;0;;Brasil;1997;2001

K4780120T6;Jorge Ricardo de Araujo Kaschny;1;0;;Brasil;1991;1995

K4769461H2;Jose Geraldo Ribeiro Junior;3;8;;Brasil;2009;2013

K4770807P9;Leonardo Chaves Dutra da Rocha;9;9;PQ-2
;Brasil;2005;2009

K4710236J6;Leonardo Sampaio Rocha;2;0;PQ-2
;Brasil;2009;2012

K4795178U9;Luciana Andreia Fondazzi Martimiano;4;0;;Brasil;2001;2006

K4705045U0;Luciana de Oliveira Rech;3;4;;Brasil;2002;2007

K4791584E1;Lucília Camarão de Figueiredo;1;0;;Brasil;1993;1997

K4795333T7;Luciano Silva;3;26;PQ-1D
;Brasil;1998;2004

K4792965Y8;Luis Mariano del Val Cura;1;0;;Cuba;1997;2002

K4794281A2;Manoel Ribeiro Filho;1;0;;Brasil;1998;2002

K4753739T6;Marcos Kalinowski;8;13;;Alemanha;2006;2011

K4787831A4;Marcos Roberto da Silva Borges;11;0;PQ-1D
;Brasil;1981;1986

K4704717Z6;Osvandre Alves Martins;1;0;;Brasil;2005;2011

K4757481U8;Carlos Eduardo da Silva;1;14;;Brasil;2007;2011

K4770342A5;Maria da Conceição Moraes Batista;2;0;;Brasil;2004;2008

K4221484Z2;Willian Zalewski;1;3;;;;
K4779012H6;Paulino Ribeiro Villas Boas;4;0;;Brasil;2004;2008

K4763299U1;Marlei Pozzebon;1;22;;Brasil;1998;2003

K4128738Y3;Milton Roberto Heinen;2;0;;Brasil;2007;2011

K4700384U0;Paulo Sérgio Lopes de Souza;9;11;;Brasil;1996;2000

K4787105A1;Osvaldo Novais de Oliveira Junior;7;0;;Brasil;1986;1990

K4706412Y3;Almir Olivette Artero;1;0;;Brasil;2000;2005

K4732909U3;Ramide Augusto Sales Dantas;2;0;;Brasil;2007;2012

K4482868A4;Fernando de Abreu Faria;1;0;;;;
K4738437J6;Tiago Branquinho Oliveira;1;0;;;;
K4235379E1;Flávio Mota Medeiros;2;0;;;;
K4701865J6;Ricardo Augusto Rabelo Oliveira;2;4;;Brasil;2004;2008

K4236957D0;Felipe Alves Pereira Pinto;1;0;;;;
K4594300H6;Waldir Aranha Moreira Junior;5;10;;;;
K4761845H6;Adriana Molina Centurion;1;1;;;;
K4760506A6;Eduardo Luzeiro Feitosa;2;6;;Brasil;2006;2010

K4758514T2;Samuel Oliveira de Azevedo;2;0;;Brasil;2008;2014

K4730496T0;Sandra Sayuri Yamashita Nakagawa;1;0;;Brasil;2005;2008

K4236574E6;Fernanda Gonçalves de Oliveira Passos;1;2;;;;
K4296388H3;Mario Sérgio Adolfi Júnior;1;2;;;;
K4710768E6;Silvio do Lago Pereira;2;5;;Brasil;2002;2007

K4787894Z8;Virgilio Augusto Fernandes Almeida;12;0;;Brasil;1983;1987

K4487908T9;Amaury de Souza Amaral;1;0;;;;
K4794301P8;Zanoni Dias;9;14;PQ-2
;Brasil;1998;2002

K4790237H7;Elias Procópio Duarte Júnior;7;0;PQ-1D
;Brasil;1993;1997

K4775395T8;Rejane Cunha Freitas;1;0;;;;
K4732459J9;Luciana Gavilan Dias Folchetti;1;4;;;;
K4719922H9;André Ricardo Backes;3;0;PQ-2
;Brasil;2006;2010

K4782253H1;Carmem Satie Hara;3;0;;Brasil;1993;2004

K4773490D1;Edilson Carlos Caritá;3;6;;Brasil;2002;2006

K4717331H6;André Barros de Sales;2;0;;Brasil;2000;2004

K4556419A2;Thiago Luís Lopes Siqueira;3;7;;;;
K4785453P6;Marco Aurélio Campos Paiva;1;0;;;;
K4761651T8;Andreia Carniello;2;0;;Brasil;2003;2009

K4240331Z7;Cristian Tales Fagundes Bandeira;1;0;;;;
K4248381J3;Marcelo Teixeira;1;18;;;;
K4727925Z3;André Luiz Pires Guedes;4;0;;Brasil;1997;2001

K4734646P3;Bruno Augusto Nassif Travençolo;4;0;;Brasil;2003;2007

K4735559A3;Daniel Ludovico Guidoni;7;0;;Brasil;2007;2011

K4784153P4;Aleardo Manacero Junior;3;6;;Brasil;1991;1997

K4781740A0;Edna Natividade da Silva Barros;8;0;;Brasil;1988;1993

K4706433A7;Neide Ferreira Alves;1;0;;;;
K4794838D2;Carlos Alberto Rodrigues;1;0;;Brasil;1999;2003

K4262552E1;Kenedy Lopes Nogueira;2;0;;;;
K4125086T3;João Arthur Brunet Monteiro;1;0;;;;
K4509187U7;Alexandre Rossi Paschoal;3;4;;Brasil;2007;2012

K8508251Y0;Marcelo Santos Silva;1;4;;;;
K4770505H9;Fabrício Bau Dalmas;1;0;;;;
K4777385Z5;Cristiano Arbex Valle;1;5;;;;
K4511354P8;Allan Fonseca da Silva;1;0;;;;
K4133709T6;Marcelle Pereira Mota;1;0;;;;
K4141525D5;Adinovan Henriques de Macedo Pimenta;1;0;;;;
K4773078T9;Anderson Luiz Fernandes Perez;1;0;;Brasil;2004;2010

K4709398H1;Simone Fátima Zanoello;1;0;;;;
K4773910T2;Renato de Aquino Lopes;2;0;;;;
K4231613P3;Jose Edson Sampaio;1;0;;;;
K4131463U4;Felipe Mancini;6;5;;Brasil;2007;2011

K4744781Z2;Flávia Coimbra Delicato;19;0;;Brasil;2004;2005

K4762387H2;Flavia Cristina Bernardini;5;0;;Brasil;2002;2006

K4705735H1;Genaina Nunes Rodrigues;2;7;;Brasil;2002;2008

K4799340J3;Glauco de Figueiredo Carneiro;1;0;;Brasil;2007;2011

K4737163Z4;Henrique Jorge Amorim Holanda;1;0;;Brasil;2007;2012

K4704354T0;Humberto Torres Marques Neto;7;7;;Brasil;2001;2008

K4723088A5;Javam de Castro Machado;3;0;;Brasil;1992;1995

K4774943D9;José Viterbo Filho;7;0;;Brasil;2005;2009

K4763104E4;Juliano Manabu Iyoda;5;0;;Brasil;2002;2006

K4778234E0;Júlio Cezar Estrella;4;0;;Brasil;2006;2010

K4776521Z0;Luciano Calheiros Lapas;2;8;;Brasil;2005;2008

K4785503T9;Luciano Romero Soares de Lima;1;0;;Brasil;1994;2000

K4796351E6;Luiz Marcos Garcia Goncalves;10;13;PQ-2
;Brasil;1995;1999

K4728001D2;Manuel Menezes de Oliveira Neto;7;27;PQ-1C
;Brasil;1995;2000

K4784451H4;Marcelo Hideki Yamaguti;1;0;;Brasil;1997;2002

K4768016Y4;Márcio Eduardo Delamaro;10;22;;Brasil;1993;1997

K4488678H6;Marcos Didonet Del Fabro;2;15;;Brasil;2004;2007

K4780390J5;Marta Lima de Queiros Mattoso;16;0;PQ-1B
;Brasil;1988;1993

K4789494D1;Noemi de La Rocque Rodriguez;7;0;;Brasil;1988;1993

K4702195A1;Patrick Henrique da Silva Brito;7;0;;Brasil;2005;2009

K4781597D8;Pedro Jussieu de Rezende;6;0;PQ-2
;Brasil;1981;1988

K4139922U2;Reane Franco Goulart;1;0;;Brasil;2006;2012

K4702901D7;Roberto Hirochi Herai;1;0;;Brasil;2008;2010

K4797824T6;Ednaldo Brigante Pizzolato;3;0;;Brasil;1994;1999

K4700463E5;Ronai Machado Lisbôa;1;0;;Brasil;2002;2006

K4787701J4;Edson Norberto Cáceres;3;0;PQ-2
;Brasil;1988;1992

K4266712J6;Fabio Augusto Faria;4;8;;;;
K4794188A7;Ronaldo Martins da Costa;2;0;;Brasil;2008;2010

K4709925A9;Takato Kurihara;1;0;;Brasil;1990;1994

K4488640A5;Thaís Cristina Figueiredo Rego;1;0;;;;
K4268830P6;Edirlei Everson Soares de Lima;3;0;;;;
K4773498D2;André Castelo Branco Soares;2;0;;Brasil;2005;2009

K4796523D6;Cesar Albenes Zeferino;3;10;;Brasil;1998;2003

K4751727Z6;Carla Katarina de Monteiro Marques;1;0;;Brasil;2006;2010

K4744920Z9;Edelberto Franco Silva;2;1;;;;
K4767228Z8;Said Sadique Adi;8;0;;Brasil;2000;2005

K4705419J7;Ana Shirley Ferreira da Silva;7;0;PQ-2
;Brasil;2007;2010

K4770143U3;Sheila dos Santos Reinehr;3;0;PQ-2
;Brasil;2003;2008

K4783667Z2;Ana Maria Abrantes Coelho;1;0;;;;
K4756626U0;Simone de Almeida;1;4;;Brasil;2008;2012

K4564674A8;Leandro Marques do Nascimento;5;0;;;;
K4593138H9;Sylvio Barbon Júnior;3;7;;Brasil;2007;2011

K4708467T0;Isabel Dillmann Nunes;1;1;;;;
K4103410J2;Eleandro Maschio Krynski;1;0;;;;
K4768247A3;Tiago Lima Massoni;4;0;;Brasil;2003;2008

K4767318D6;Vander Ramos Alves;20;0;;Brasil;2003;2007

K4745781A5;Vinicius Tavares Petrucci;5;0;;Brasil;2009;2012

K4751549E0;Carine Bueira Loureiro;1;0;;;;
K4227041Y1;Andre Cavalcante Hora;5;0;;;;
K4742606P2;Leonardo Oliveira Moreira;3;0;;;;
K4757477J0;Wilkerson de Lucena Andrade;3;0;;Brasil;2007;2011

K4709897Y9;Anderson Amendoeira Namen;1;0;;Brasil;2002;2007

K4770060Y8;Alex Sandro da Cunha Rêgo;1;0;;;;
K4137874Z1;Paulo Hemerson de Moraes;1;0;;;;
K4721412E6;Dalton Chaves Vilela Júnior;1;0;;Brasil;2006;2010

K4210690J9;Taniro Chacon Rodrigues;1;0;;;;
K4730110J6;César Francisco de Moura Couto;2;0;;;;
K4774090H7;Amanda Sávio Nascimento e Silva;1;0;;;;
K4179275T3;Leopoldo Motta Teixeira;4;0;;;;
K4139406E3;Jefferson Rodrigo de Souza;4;0;;;;
K4779056Y6;Dieval Guizelini;1;0;;;;
K4201154J8;Diana Sasaki Nobrega;2;0;;;;
K4742904E5;Sicilia Ferreira Ponce Pasini Judice;1;0;;;;
K4730175T3;André Estevam Jaques;1;5;;Brasil;2010;2012

K4203410Y6;Lucas Bueno Ruas de Oliveira;1;7;;;;
K4708385J7;Edson Luiz Padoin;4;7;;;;
K4772770J2;Bianca de Almeida Dantas;1;1;;;;
K4787919A3;Clarisse Sieckenius de Souza;8;24;PQ-1B
;Brasil;1983;1987

K4735482J0;Diego Lisboa Cardoso;4;0;;Brasil;2005;2010

K4273167Z6;Rafael Lopes Gomes;5;7;;;;
K4268302Y6;Raquel Lopes Costa;1;0;;;;
K4790213Y9;Elisa Yumi Nakagawa;6;0;;Brasil;2002;2006

K4707502A5;Carlos Magno Martins Cosme;1;0;;Brasil;2004;2008

K4760796P5;Carlos Giovanni Nunes de Carvalho;1;0;;Brasil;2008;2012

K4262181E5;André Luiz de Oliveira;1;12;;;;
K4278318J8;Luciano Demetrio Santos Pacifico;1;0;;;;
K4792706Y2;Altair Olivo Santin;4;9;;Brasil;1999;2003

K4779727E6;Romilson Lopes Sampaio;1;0;;;;
K4444563Y3;Vinicius Callegaro;2;5;;;;
K4518539U0;Filipe Rolim Cordeiro;1;0;;;;
K4230754Z8;Maria Teodora Ferreira;1;0;;;;
K4533945T9;Felipe Silva Ferraz;1;0;;;;
K4584008H3;Lívia Streit;1;0;;;;
K4791549U2;Cristina Sayuri Yamashita;1;0;;;;
K4705820T3;Eric Aislan Antonelo;1;0;;Brasil;2007;2011

K4720552Y8;Fabio Moreira Costa;6;0;;Brasil;1997;2001

K4728873Y0;Fausto Véras Maranhão Ayres;1;0;;Brasil;1998;2003

K4739819U2;Fernanda Alcântara Andaló;4;0;;Brasil;2007;2012

K4766731A5;Fernando Vieira Paulovich;11;0;PQ-2
;Brasil;2005;2008

K4138068Y7;Frederico Araujo Durão;1;0;;Brasil;2008;2012

K4777109P3;Jacir Luiz Bordim;1;11;;Brasil;2000;2003

K4762300P1;João Paulo Gois;2;0;PQ-2
;Brasil;2004;2008

K4707195H7;Jorge Luis Victória Barbosa;9;0;;Brasil;1998;2001

K4708362D0;Kechi Hirama;1;2;;Brasil;1990;1994

K4770937E6;Luciana Itida Ferrari;1;0;;Brasil;2004;2008

K4784493U2;Luciana Nedel;9;19;;Brasil;1995;1998

K4759874H0;Luciene Cavalcanti Rodrigues;2;2;;Brasil;2008;2012

K4703657A7;Luiz Antônio Pereira Neves;5;0;;Brasil;2002;2006

K4764676T7;Magnos Martinello;3;7;;Brasil;2001;2005

K4727072U4;Marcelo de Oliveira Johann;4;0;;Brasil;1996;2001

K4735474J3;Marcelo Garcia Manzato;3;0;;Brasil;2006;2011

K4795579U0;Márcio Eduardo Kreutz;4;13;;Brasil;2000;2005

K4763431J6;Marco Antônio Pereira Araújo;2;5;;Brasil;2003;2009

K4708654E6;Maria Carolina Santos de Souza;1;1;;Brasil;2009;2013

K4787728A5;Maria do Carmo Nicoletti;9;12;PQ-2
;Brasil;1990;1994

K4791221Z7;Maria Madalena Dias;4;0;;Brasil;1997;2001

K4791510U9;Marilde Terezinha Prado Santos;1;3;;Brasil;1995;2000

K4742985U6;Neusa Grando;2;9;;Brasil;2005;2010

K4782988A6;Paulo Henrique Monteiro Borba;22;0;PQ-1D
;Brasil;1991;1995

K4742453H1;Plácido Antonio de Souza Neto;1;0;;Brasil;2008;2012

K4727363U2;Plinio de Sa Leitao Junior;2;0;;Brasil;2001;2005

K4209879T4;Andreza de Sousa Vieira;1;0;;;;
K4412842Y3;Eduardo de Britto;1;0;;;;
K4799249U6;Raquel Coelho Gomes Pinto;2;0;;Brasil;1997;2001

K4770308A4;Renan Gonçalves Cattelan;6;0;;Brasil;2004;2009

K4164073H1;Jonathan de Andrade Silva;4;0;;;;
K4721798D1;Renato da Veiga Guadagnin;4;0;;Brasil;1980;1983

K4783122D0;Rômulo Silva de Oliveira;2;0;PQ-2
;Brasil;1992;1997

K4742856E9;Tiago Alexandre Docusse;1;0;;;;
K4770715H0;Simone Nasser Matos;1;0;;Brasil;2003;2008

K4723705J8;Sinesio Pesco;5;8;;Brasil;1993;1997

K4795968H6;Marilia Aranha Freire;2;0;;;;
K4594297A1;Ana Claudia Celice Alves Vasconcelos;1;0;;;;
K4123258T5;Abner Cardoso Rodrigues Neto;1;0;;;;
K4767628U6;Ana Luísa Mülbert;1;0;;;;
K4269492D5;Alex Fernandes da Veiga Machado;1;3;;Brasil;2009;2012

K4233930E2;Daniel Oliveira Dantas;4;0;;Brasil;2004;2010

K4709306D6;Teófilo Emidio de Campos;1;0;;;;
K4778482U4;Vanderlei Bonato;5;9;;Brasil;2004;2008

